dphi_dEdCth(1/GeV/s/cm2),Energy (GeV),cosTh,m(GeV),eps2
2.098265257278271e-27,202491.62673979037,1.0,0.01,5e-09
6.66781696812483e-28,289112.363367882,1.0,0.01,5e-09
2.0689579606992536e-28,412787.2347016762,1.0,0.01,5e-09
6.412426386657265e-29,589367.051438887,1.0,0.01,5e-09
1.9464696016452756e-29,841483.1955082207,1.0,0.01,5e-09
5.607121211056013e-30,1201448.1749428932,1.0,0.01,5e-09
1.6046894564580085e-30,1715396.9619105805,1.0,0.01,5e-09
4.745511496340686e-31,2449199.8891853336,1.0,0.01,5e-09
1.4224966321089922e-31,3496904.932432852,1.0,0.01,5e-09
4.247947820796523e-32,4992791.384839018,1.0,0.01,5e-09
1.2838789632335986e-32,7128579.785318896,1.0,0.01,5e-09
4.001669361116377e-33,10178003.813651342,1.0,0.01,5e-09
1.3261102747959927e-33,14531893.413614519,1.0,0.01,5e-09
4.496211497846326e-34,20748265.57850291,1.0,0.01,5e-09
1.7135819214112526e-13,0.54785,0.0,0.02,5e-09
9.556638070193771e-14,0.7822062117888534,0.0,0.02,5e-09
5.367097398928635e-14,1.1168140143489433,0.0,0.02,5e-09
2.7915666810461002e-14,1.59455847300646,0.0,0.02,5e-09
1.2936710274313654e-14,2.2766697867047583,0.0,0.02,5e-09
5.268595204282468e-15,3.2505708667563495,0.0,0.02,5e-09
1.9963645448836284e-15,4.641081908983652,0.0,0.02,5e-09
7.628839161404216e-16,6.62641799512254,0.0,0.02,5e-09
2.9357374017014056e-16,9.461030058764791,0.0,0.02,5e-09
1.1076831040383647e-16,13.508216632083379,0.0,0.02,5e-09
4.088130906832293e-17,19.286686063347865,0.0,0.02,5e-09
1.4852700766165594e-17,27.53703685967364,0.0,0.02,5e-09
5.459281366192716e-18,39.316676619321605,0.0,0.02,5e-09
2.0411786917776813e-18,56.135344854480145,0.0,0.02,5e-09
7.729694265792245e-19,80.14860900991847,0.0,0.02,5e-09
2.9776726624545893e-19,114.43413312730532,0.0,0.02,5e-09
1.1665333102406658e-19,163.38612717504964,0.0,0.02,5e-09
4.602287985881317e-20,233.27853170840072,0.0,0.02,5e-09
1.804658853765448e-20,333.0691185165537,0.0,0.02,5e-09
7.005494926988472e-21,475.54756495151315,0.0,0.02,5e-09
2.745177672646949e-21,678.9746450782816,0.0,0.02,5e-09
1.0868138554120129e-21,969.4226248560072,0.0,0.02,5e-09
4.264193017843612e-22,1384.116818492334,0.0,0.02,5e-09
1.6550556725888216e-22,1976.2065771034552,0.0,0.02,5e-09
6.376536898477253e-23,2821.577184244427,0.0,0.02,5e-09
2.492324141454838e-23,4028.575706046721,0.0,0.02,5e-09
9.646800242394913e-24,5751.897311182639,0.0,0.02,5e-09
3.665496420189777e-24,8212.41180319186,0.0,0.02,5e-09
1.3781890266096033e-24,11725.471436022235,0.0,0.02,5e-09
5.27024504829609e-25,16741.328088727485,0.0,0.02,5e-09
1.983491370288559e-25,23902.839873319055,0.0,0.02,5e-09
7.272897212098567e-26,34127.86315287849,0.0,0.02,5e-09
2.618372915657469e-26,48726.889756797405,0.0,0.02,5e-09
9.456477247103213e-27,69571.00638663422,0.0,0.02,5e-09
3.353826871045501e-27,99331.70275810415,0.0,0.02,5e-09
